Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDK50,OUT049,2723.0444
FDG31,OUT045,1028.0524
FDC60,OUT045,1595.2421
FDL36,OUT013,1427.6495
FDP21,OUT013,3154.7896
FDW16,OUT045,1398.4772
FDX02,OUT017,3782.9646
FDQ58,OUT027,3824.4146
FDT51,OUT046,1725.0215
FDD59,OUT049,1287.9467
NCM42,OUT018,1511.1425
FDA57,OUT018,600.0629
FDZ48,OUT035,1796.2928
FDE46,OUT045,2461.9453
NCZ30,OUT019,320.4043
FDB56,OUT017,3202.7217
FDA25,OUT027,2624.0557
FDD20,OUT013,2201.0083
FDL25,OUT013,1401.0269
NCO18,OUT049,3084.8293
FDJ45,OUT017,666.6611
FDR12,OUT035,2951.191
NCF19,OUT010,243.64143
FDK25,OUT046,2786.4294
NCR17,OUT046,1929.6918
FDC52,OUT046,2421.5386
NCA54,OUT017,3082.022
FDR45,OUT010,713.6549
NCM19,OUT049,1966.8519
FDF39,OUT027,4363.7324
FDX23,OUT049,1500.122
FDD58,OUT027,2607.7021
FDX28,OUT013,1626.6711
NCD31,OUT013,2715.227
FDU57,OUT018,2175.8022
FDI27,OUT046,740.5999
NCM42,OUT046,1690.2893
FDD32,OUT027,2174.8447
FDI34,OUT013,3901.02
NCM29,OUT049,2179.6292
FDG46,OUT018,1644.5662
DRC01,OUT010,244.78535
FDB15,OUT027,6237.7104
NCA17,OUT027,3756.781
FDF10,OUT046,2457.3464
FDR26,OUT027,4577.4727
FDI02,OUT049,1835.8876
NCM54,OUT010,386.3726
FDF14,OUT013,2357.788
FDJ33,OUT010,373.7112
FDM20,OUT035,4080.4685
FDC03,OUT027,5410.221
NCX05,OUT046,1952.3915
NCM41,OUT027,2583.7007
NCU29,OUT010,470.85944
FDQ59,OUT017,1367.4613
FDH46,OUT010,331.57465
FDH09,OUT013,753.0565
NCD06,OUT045,778.0004
FDC15,OUT035,2464.734
DRD37,OUT027,1033.7078
FDT28,OUT027,3719.962
FDR28,OUT027,4062.4482
FDT38,OUT017,1352.7303
FDV34,OUT027,2063.354
FDY52,OUT035,1032.3439
FDB34,OUT013,1400.5847
DRL23,OUT018,1509.918
DRB24,OUT046,2377.5378
FDJ50,OUT046,866.465
FDQ49,OUT035,2444.4697
FDP20,OUT035,2169.6543
FDV19,OUT027,4211.084
NCR54,OUT045,3011.4082
FDO09,OUT010,621.61774
FDS57,OUT018,1830.419
FDN10,OUT049,1958.6592
FDV23,OUT049,2148.4548
FDY28,OUT049,3492.6128
DRG51,OUT013,2723.8174
FDD45,OUT019,325.45148
NCL18,OUT027,5339.353
NCM29,OUT013,2180.4988
FDF17,OUT027,5210.3647
FDE22,OUT017,2684.4087
FDQ22,OUT017,667.4368
FDS01,OUT013,3079.0132
FDW35,OUT027,1012.26697
FDJ33,OUT046,2053.2444
NCF54,OUT035,2894.2285
FDE09,OUT013,1709.1069
NCE06,OUT045,2495.1868
DRH49,OUT049,1285.0583
FDY43,OUT045,2811.5183
NCT05,OUT017,4115.847
FDZ34,OUT045,3266.953
FDL38,OUT017,1449.5376
FDZ31,OUT017,3173.2356
FDR14,OUT035,896.1753
NCN54,OUT049,1284.0491
NCC42,OUT027,3497.6123
FDK08,OUT017,1651.5979
FDP59,OUT013,1645.0823
FDV22,OUT035,2817.1536
FDD33,OUT035,3791.1436
DRE60,OUT027,5946.154
FDK52,OUT046,3860.9204
FDA02,OUT017,2458.54
FDM56,OUT049,1702.104
FDE57,OUT035,2127.3562
FDM32,OUT045,1436.6929
NCQ30,OUT027,3019.4893
FDQ27,OUT027,2582.6873
FDT60,OUT027,3135.8118
FDU43,OUT049,3990.3398
NCO55,OUT035,1688.727
FDG02,OUT045,3110.595
FDJ28,OUT013,3203.6833
FDP40,OUT045,1806.6049
FDJ38,OUT045,3157.3447
NCC54,OUT017,3905.6504
NCZ41,OUT046,2086.2498
FDK38,OUT019,413.05615
FDU52,OUT013,2335.39
FDC40,OUT046,1220.8077
NCR30,OUT017,1162.346
NCN18,OUT017,1759.7277
FDB50,OUT035,1355.6512
FDG04,OUT013,3171.7537
FDR26,OUT035,2656.6143
NCT17,OUT018,2735.609
FDX35,OUT027,5360.3677
FDS12,OUT046,2048.1765
NCZ29,OUT027,3223.7249
FDB38,OUT010,491.45602
FDP12,OUT013,658.9939
FDP22,OUT046,758.7471
FDS26,OUT018,3699.7517
FDR52,OUT046,3086.7883
DRJ13,OUT046,2639.4849
FDU48,OUT027,3181.2217
FDE29,OUT035,988.4726
NCT29,OUT049,2143.3452
DRK37,OUT018,2747.276
FDK55,OUT046,1336.7302
FDR07,OUT046,1486.1129
FDO21,OUT027,5558.024
FDK46,OUT049,4472.3315
FDB12,OUT045,1665.5969
FDT31,OUT027,4898.87
FDJ33,OUT045,2061.415
FDC26,OUT027,3023.6558
NCQ02,OUT045,3077.6726
FDP08,OUT010,645.0822
FDB11,OUT027,5137.508
FDV55,OUT013,2526.873
FDW20,OUT049,2124.8086
NCJ18,OUT019,322.10312
FDC41,OUT018,931.8166
FDE14,OUT027,2821.2178
FDG35,OUT013,2535.6567
FDF45,OUT035,932.7817
FDS19,OUT027,2151.0322
FDS58,OUT019,486.79413
FDA26,OUT017,3651.1707
FDM32,OUT049,1392.0226
FDL45,OUT046,2086.0466
FDZ55,OUT049,2559.7354
FDY37,OUT049,2263.3713
FDO46,OUT046,3084.3977
FDQ60,OUT046,1943.4208
FDA19,OUT018,1786.8462
FDL15,OUT046,2398.5212
FDM10,OUT018,2989.275
NCL05,OUT017,724.3913
DRK49,OUT010,228.31215
NCE18,OUT027,6227.2485
FDG40,OUT049,658.11816
DRI59,OUT045,3603.3079
FDK28,OUT035,3812.0645
NCD06,OUT019,240.50407
FDO11,OUT019,626.7262
FDK27,OUT046,1950.6475
FDT43,OUT027,1338.7408
FDD38,OUT018,1538.2422
FDA16,OUT049,3749.5947
FDL14,OUT027,4011.0269
NCM17,OUT049,729.9493
FDD20,OUT045,2131.0225
FDA40,OUT045,1399.8519
FDL43,OUT045,1301.6766
FDV15,OUT045,1648.6783
FDE52,OUT046,1385.6675
NCL17,OUT010,507.30154
NCJ31,OUT045,3637.6453
FDR60,OUT045,1290.0701
NCA18,OUT035,1926.4636
FDS21,OUT027,1812.0273
FDW09,OUT035,1327.993
FDL26,OUT035,2504.3105
FDS47,OUT018,1187.9747
FDC39,OUT046,3455.0046
FDT51,OUT035,1783.0217
FDK40,OUT035,4267.967
NCG19,OUT045,3528.9932
FDZ07,OUT046,951.65283
FDF08,OUT027,2530.4658
FDO04,OUT013,856.0865
FDK41,OUT018,1049.5947
FDP15,OUT049,4173.0957
NCD43,OUT018,1505.7179
NCP18,OUT013,2458.224
FDZ51,OUT046,1438.2065
DRH13,OUT035,1704.7883
FDF38,OUT045,690.54846
NCI43,OUT045,772.3469
FDM38,OUT027,1709.5453
FDS03,OUT013,1002.3287
DRJ47,OUT017,2854.1658
FDT50,OUT010,325.5414
FDV02,OUT046,2729.3237
NCG18,OUT017,1680.8728
FDW52,OUT046,2718.1477
FDS40,OUT035,682.08295
FDN31,OUT017,3223.2986
FDA37,OUT045,2062.5437
FDA15,OUT046,4071.516
FDL39,OUT046,2770.8274
FDJ53,OUT045,2058.4656
FDX22,OUT013,3508.2373
NCZ42,OUT045,3900.1418
FDD56,OUT027,4766.76
FDD40,OUT017,3274.7134
FDS50,OUT013,3445.2124
NCN14,OUT013,3124.6328
FDT15,OUT013,3396.7708
NCS18,OUT027,2621.0974
NCO26,OUT010,367.51212
FDF58,OUT018,770.8914
NCB19,OUT013,1400.8499
FDH26,OUT017,2164.0342
DRB24,OUT027,3931.6265
FDA49,OUT018,1165.0139
FDB32,OUT045,1530.259
FDI36,OUT017,3268.5566
NCA17,OUT010,431.62497
FDH22,OUT013,2132.5408
NCM26,OUT018,2111.1248
FDT15,OUT027,5337.2944
FDB16,OUT018,1138.6049
NCP54,OUT027,3366.7563
FDJ36,OUT013,1686.7167
FDO28,OUT045,1914.2056
FDU09,OUT013,856.99255
FDF29,OUT017,2209.4333
FDY08,OUT013,2191.0024
DRJ59,OUT018,585.5406
FDT23,OUT027,2078.585
FDU15,OUT018,596.16974
FDT47,OUT013,1638.1053
FDI53,OUT019,486.36377
FDR59,OUT018,3413.1724
FDD53,OUT035,698.0975
FDY51,OUT017,3534.6543
FDT04,OUT049,658.9554
FDU51,OUT049,2932.9092
FDG14,OUT035,2454.1577
NCU06,OUT045,3874.4001
DRG25,OUT046,3125.8347
DRH49,OUT035,1368.7927
FDN15,OUT035,2281.7239
FDL43,OUT018,962.60144
NCT18,OUT049,3464.8887
NCB31,OUT013,3818.5046
FDK57,OUT035,1934.627
FDY04,OUT019,486.36377
NCP54,OUT046,2084.7578
FDF41,OUT013,4022.565
FDM01,OUT045,1638.1206
FDW03,OUT045,1844.7452
FDF28,OUT045,2098.3982
FDY37,OUT017,2293.521
FDQ03,OUT017,3868.14
FDP51,OUT027,3027.6003
FDJ40,OUT017,1716.7423
FDC32,OUT049,1433.9905
DRI49,OUT027,2252.494
NCW54,OUT017,909.14655
FDF09,OUT017,701.9636
FDP45,OUT018,3285.0317
DRJ23,OUT018,2679.5725
FDS59,OUT017,1797.858
FDY08,OUT046,2074.2761
FDX16,OUT049,2498.3103
FDY16,OUT018,2799.8257
FDK32,OUT035,2560.588
FDQ22,OUT013,680.6619
NCC31,OUT018,2265.9766
FDG58,OUT049,2484.6497
DRF48,OUT013,3031.5781
DRH36,OUT049,1060.2264
NCR30,OUT035,1225.6614
FDB03,OUT019,548.9243
FDZ28,OUT027,3138.9487
FDR35,OUT017,3326.0837
DRD15,OUT027,6354.466
FDJ33,OUT019,319.75
FDA56,OUT010,379.44003
FDP56,OUT046,750.81036
NCT30,OUT046,754.2932
FDK15,OUT017,1647.3143
FDH44,OUT018,2079.2563
FDV01,OUT013,2442.3843
DRG03,OUT017,2503.6348
FDG50,OUT027,2417.9553
FDR16,OUT010,684.61053
FDZ60,OUT046,1678.7847
DRG03,OUT045,2445.8247
FDS56,OUT018,3420.5706
FDU33,OUT045,774.1785
DRD27,OUT035,1684.0205
FDW22,OUT046,3645.3271
DRA24,OUT045,2590.5532
FDF38,OUT049,691.80817
FDX48,OUT013,2436.3096
FDS58,OUT018,2350.8154
FDC32,OUT046,1427.3441
NCQ29,OUT045,3803.7544
DRK39,OUT018,1069.9047
NCS38,OUT017,1930.9076
DRO47,OUT013,1795.3467
DRG27,OUT027,1007.5618
FDC57,OUT027,5332.4185
FDS55,OUT046,2307.3499
NCJ06,OUT018,1728.0016
FDO01,OUT019,324.16974
NCM55,OUT045,3107.9138
FDC52,OUT049,2496.1755
FDQ15,OUT045,1316.4757
NCT30,OUT027,1331.1536
NCR42,OUT027,967.0489
FDD28,OUT035,904.31885
FDQ34,OUT049,1667.2646
FDZ12,OUT027,3293.5159
DRE13,OUT019,330.51086
NCN07,OUT019,331.67053
FDM28,OUT035,2938.1592
FDI10,OUT017,2883.994
FDQ25,OUT013,2903.448
FDA38,OUT010,753.4323
DRI13,OUT049,3477.8308
FDY20,OUT027,2566.8643
NCZ53,OUT035,3228.8594
NCM31,OUT013,2322.851
DRB01,OUT017,3179.3218
DRF37,OUT046,4135.552
NCF42,OUT049,2946.214
FDF16,OUT018,2094.232
FDB41,OUT013,743.2529
FDR34,OUT013,4113.9927
FDR15,OUT018,2198.5784
NCV42,OUT019,327.8765
FDW51,OUT035,3474.001
FDU36,OUT017,1555.5997
FDX60,OUT049,1289.4932
FDY03,OUT035,1861.3676
FDW55,OUT045,3990.4797
FDT01,OUT010,653.57385
FDG58,OUT013,2461.2969
FDK21,OUT017,4380.6357
NCS41,OUT019,645.35376
FDS10,OUT045,2838.001
NCT53,OUT046,2667.2944
FDJ28,OUT018,2708.6055
FDX44,OUT045,1385.5636
FDT20,OUT018,593.16626
FDO44,OUT017,1716.4594
NCX17,OUT049,3479.6406
FDY01,OUT017,1938.1478
FDJ12,OUT027,5359.5264
DRK35,OUT018,590.70557
FDD47,OUT019,511.1141
NCM53,OUT035,1713.2631
FDO45,OUT013,1392.1104
NCM42,OUT010,346.93863
FDE04,OUT046,2743.7
NCI30,OUT027,5923.4937
FDZ19,OUT013,2832.343
FDW57,OUT013,2965.3706
FDA25,OUT013,1722.5497
FDT22,OUT046,858.5168
FDP51,OUT013,2022.0745
FDD48,OUT027,2985.6748
FDY39,OUT035,3411.5935
FDO48,OUT010,670.34814
FDD23,OUT027,5080.154
DRN35,OUT027,1061.2274
FDT01,OUT035,3431.9546
FDC20,OUT010,275.17334
DRJ35,OUT035,1005.0334
FDB32,OUT046,1481.351
FDL24,OUT046,2876.9514
NCV42,OUT035,1817.7793
FDZ46,OUT046,1687.0704
FDC15,OUT013,2389.8567
FDD08,OUT019,198.75383
FDY50,OUT049,1406.475
FDD36,OUT013,2010.9454
FDG57,OUT027,1349.6368
FDL21,OUT018,612.2053
FDN16,OUT027,2588.7173
FDJ09,OUT027,1094.4802
FDS01,OUT010,574.7946
FDV33,OUT017,4280.428
DRE12,OUT017,1982.0148
FDR07,OUT013,1504.834
FDP48,OUT010,702.1935
NCB55,OUT035,901.6987
FDQ08,OUT013,948.1056
FDR34,OUT035,4213.132
FDO33,OUT046,1787.1011
FDP13,OUT045,696.8278
FDX12,OUT049,4053.9478
NCT06,OUT049,2882.4065
FDR16,OUT019,609.84485
FDE36,OUT046,2749.7014
FDZ36,OUT049,3106.0696
FDV13,OUT045,1422.527
NCZ17,OUT035,680.2958
FDU56,OUT045,3085.2097
FDM09,OUT035,2928.4575
FDV02,OUT017,2932.5334
FDS34,OUT018,1633.4246
FDA11,OUT049,1499.5349
FDP09,OUT017,3706.7605
FDB29,OUT027,2952.4714
FDT19,OUT017,2961.879
DRH15,OUT017,734.2458
FDY38,OUT046,3553.7173
FDF14,OUT027,3794.0447
FDN48,OUT010,353.3198
FDQ12,OUT013,4097.388
NCJ43,OUT045,2816.9934
FDE17,OUT019,409.77246
FDB05,OUT035,3818.182
FDH10,OUT045,2677.7104
NCR06,OUT017,743.88226
FDU32,OUT018,1758.2054
FDD56,OUT049,3086.1804
FDO36,OUT018,2728.2302
FDH16,OUT010,340.58517
FDX10,OUT018,570.53253
FDZ37,OUT017,1440.4751
FDU31,OUT010,709.38904
DRC49,OUT049,2151.5447
FDL15,OUT045,2453.5417
FDN32,OUT019,568.20123
DRH59,OUT027,1825.5697
NCU29,OUT049,2383.0803
FDR37,OUT019,660.5064
FDS14,OUT018,2332.5652
FDU02,OUT027,5636.258
FDJ08,OUT035,3169.6577
NCZ06,OUT045,3647.1445
FDO31,OUT049,1294.7891
FDH31,OUT018,1507.328
FDS58,OUT017,2675.7202
NCA53,OUT027,1369.7373
FDF50,OUT046,3197.775
NCW42,OUT049,3579.733
NCQ17,OUT045,2399.9583
FDK51,OUT018,3502.6118
NCW41,OUT010,503.598
NCR29,OUT017,908.70654
FDB08,OUT019,471.4606
FDA40,OUT027,2410.5422
FDL14,OUT018,2323.9775
FDB47,OUT046,3443.4265
FDO03,OUT035,3946.037
DRK13,OUT019,549.1235
FDX13,OUT010,763.9625
FDF52,OUT046,3225.086
FDT11,OUT013,3037.049
FDB08,OUT013,2500.6064
FDQ28,OUT018,2163.9297
FDD29,OUT045,4004.6758
NCQ29,OUT027,5893.3145
NCO02,OUT013,1010.75024
FDR56,OUT010,600.72424
NCM54,OUT049,2233.941
FDP51,OUT035,1944.1929
FDT38,OUT013,1301.6188
FDZ20,OUT018,3472.1956
FDJ53,OUT013,1981.8754
FDX13,OUT049,4391.731
FDP58,OUT035,3511.0107
NCK31,OUT019,252.58105
FDA35,OUT018,1769.813
FDV37,OUT018,3058.7996
NCO07,OUT027,4975.965
FDA20,OUT045,3169.5007
FDZ59,OUT035,2712.2334
NCY17,OUT017,730.8988
FDQ28,OUT035,2555.8713
FDV35,OUT017,2496.5815
FDQ36,OUT013,661.17004
FDD34,OUT018,2411.7788
FDK51,OUT045,4244.685
FDV31,OUT035,2820.3599
FDR04,OUT035,1550.639
FDR14,OUT049,879.18866
DRC36,OUT010,577.4365
FDE39,OUT019,285.86365
FDP57,OUT049,1678.0181
FDE57,OUT046,2073.2695
NCN18,OUT046,1729.188
NCQ05,OUT018,2186.1614
FDW47,OUT035,2103.791
FDV46,OUT035,2287.8738
NCP29,OUT045,1032.0713
FDE09,OUT018,1545.5282
NCU06,OUT027,6514.3574
FDT19,OUT010,585.31305
DRF15,OUT017,2427.866
DRI51,OUT013,2775.807
NCX54,OUT013,1659.4698
DRE01,OUT013,3974.7722
NCB07,OUT045,2981.6545
FDU50,OUT035,1910.3191
FDG40,OUT035,662.8162
FDW10,OUT018,2644.5776
FDX51,OUT013,3199.418
NCP17,OUT045,1010.8385
FDP21,OUT035,3266.2612
FDL04,OUT045,1671.4174
FDV23,OUT013,2151.2554
FDF24,OUT046,1278.864
FDH56,OUT027,3131.2998
FDB51,OUT049,971.08466
FDI58,OUT027,2597.5095
FDR20,OUT013,748.1454
FDC51,OUT018,1782.9015
FDB16,OUT027,2433.3394
FDE40,OUT049,974.43585
NCM17,OUT035,737.3765
FDU56,OUT035,3256.623
FDS32,OUT019,334.01215
FDX02,OUT049,3840.3328
FDT39,OUT027,3948.745
FDE35,OUT017,908.677
NCI42,OUT019,613.62024
DRL23,OUT046,1675.7073
FDA10,OUT046,2067.4587
FDA11,OUT013,1501.4482
NCM06,OUT046,2313.1355
NCT05,OUT035,4433.7007
NCQ02,OUT010,627.41406
NCY06,OUT049,2199.396
FDY56,OUT035,3952.372
FDL02,OUT035,1721.4393
NCI06,OUT035,2948.9343
FDQ14,OUT045,2346.843
FDQ12,OUT017,3958.768
FDP36,OUT046,752.14813
FDK21,OUT027,5965.526
FDO40,OUT045,2459.8076
NCK54,OUT019,319.2819
FDY09,OUT018,2620.6345
NCW30,OUT049,4017.9673
NCC55,OUT027,967.12787
FDE58,OUT018,1670.3828
FDR39,OUT013,3194.9148
FDU28,OUT049,3133.2844
FDH08,OUT017,3923.096
FDG35,OUT045,2510.1814
FDG22,OUT049,656.2234
FDC34,OUT035,2687.698
FDP15,OUT018,3528.099
FDK34,OUT010,659.9843
FDU45,OUT035,1984.8495
FDQ04,OUT027,990.8036
FDX22,OUT018,3006.8564
FDB45,OUT017,1684.0275
NCH43,OUT027,5299.2393
DRE60,OUT046,3520.6812
FDD17,OUT027,6441.0806
NCM54,OUT017,2208.8623
NCH55,OUT013,2219.9812
NCT06,OUT017,2769.6265
FDA48,OUT027,5489.9097
FDY58,OUT027,6591.0884
FDO25,OUT045,3358.1738
FDN50,OUT045,1526.8683
FDH35,OUT035,2803.5095
FDK09,OUT045,3594.551
FDO16,OUT013,1452.3304
FDW11,OUT045,1033.5934
FDU47,OUT027,3205.502
NCQ42,OUT010,403.44424
FDK55,OUT027,2387.9998
FDN08,OUT049,1947.3492
FDT57,OUT045,3961.3958
FDJ12,OUT018,3131.6025
DRL59,OUT017,807.4763
NCN53,OUT046,745.35895
FDO51,OUT010,230.53477
FDK56,OUT017,3128.287
FDY12,OUT035,798.904
FDU15,OUT035,711.4922
FDQ19,OUT046,3960.345
DRF15,OUT045,2353.0532
DRE25,OUT019,319.0911
FDK57,OUT018,1704.1992
FDD33,OUT010,676.91473
FDR34,OUT027,6615.462
FDU04,OUT045,2049.573
FDE35,OUT019,291.74985
NCD31,OUT035,2782.1375
FDJ56,OUT035,1640.0326
NCU53,OUT046,2666.204
FDD39,OUT035,3634.682
NCU17,OUT019,293.81573
FDJ20,OUT046,2038.3077
NCW41,OUT018,2330.4248
FDL52,OUT035,702.2548
FDS39,OUT035,2155.8271
DRJ47,OUT045,2712.696
FDP13,OUT010,221.96584
DRK39,OUT010,362.30627
FDF28,OUT010,375.6168
FDB09,OUT045,2136.2932
FDM51,OUT046,1636.6893
DRM49,OUT018,626.5912
DRF23,OUT013,2814.617
DRH01,OUT035,2904.4253
FDH12,OUT027,2709.6914
FDA28,OUT019,327.2133
FDW37,OUT018,1215.5898
FDF02,OUT046,1713.8005
DRL37,OUT046,713.20575
NCF43,OUT046,2056.7502
FDH08,OUT010,723.81555
FDR34,OUT019,585.6094
NCK19,OUT049,3236.105
NCD55,OUT018,601.4968
FDT27,OUT049,4059.5344
FDQ57,OUT045,2335.908
FDA47,OUT035,2657.9836
DRG15,OUT027,1885.437
FDE05,OUT018,2106.3655
FDN46,OUT046,1641.1189
FDX27,OUT027,2589.1775
FDT51,OUT045,1723.2024
FDU33,OUT013,718.98663
FDJ16,OUT027,1787.3436
FDD20,OUT019,317.94006
FDT36,OUT049,662.6316
DRF15,OUT027,3398.003
FDN52,OUT010,337.32413
FDC22,OUT027,5078.737
FDX15,OUT045,2610.5515
FDT13,OUT013,3207.1963
FDU04,OUT017,2119.6445
FDU31,OUT019,590.6813
FDW59,OUT027,2223.9353
NCO29,OUT046,2665.8616
FDL15,OUT035,2494.0889
FDI41,OUT049,2484.6216
FDQ48,OUT049,1609.2864
DRI39,OUT013,861.37195
FDI08,OUT013,4081.4163
FDC21,OUT049,1706.4214
FDF58,OUT035,1024.923
FDS08,OUT010,538.66754
FDE47,OUT045,2087.7627
NCP18,OUT019,413.85635
NCR41,OUT013,1516.4329
FDA27,OUT013,3822.5383
FDA43,OUT035,3222.4739
FDA49,OUT045,1416.7623
NCE55,OUT018,2668.8154
DRM49,OUT027,1090.6871
FDF22,OUT027,5319.0527
FDQ15,OUT018,987.708
NCS54,OUT017,3124.5933
NCY05,OUT013,668.63293
FDR45,OUT046,3856.6956
FDK57,OUT049,2128.0063
FDF41,OUT010,699.2847
FDV21,OUT046,2056.9976
FDD51,OUT046,742.6667
FDF33,OUT046,1736.845
FDA38,OUT046,3830.9229
FDR56,OUT045,3109.8025
NCN41,OUT017,2174.8281
FDC60,OUT027,2357.559
FDB47,OUT045,3528.748
DRH01,OUT013,2927.1611
FDW08,OUT046,1658.4893
FDF38,OUT027,1054.7903
FDY32,OUT017,2586.9182
FDG34,OUT049,1738.2959
FDG47,OUT019,528.2068
NCF18,OUT035,3096.2356
FDL39,OUT019,511.47705
NCH55,OUT035,2184.5916
DRJ35,OUT049,975.8074
FDS44,OUT035,3851.3818
DRE01,OUT018,3462.9846
FDY39,OUT013,3335.1514
FDY32,OUT018,2420.0498
FDR33,OUT027,3147.1802
NCP50,OUT049,1270.6389
FDZ47,OUT018,1391.1393
FDU57,OUT049,2446.3389
FDY44,OUT013,3195.6646
DRH59,OUT018,833.5649
FDB03,OUT027,5769.052
FDY46,OUT045,2950.7502
FDM39,OUT045,2747.4167
FDY36,OUT035,1239.5748
NCM55,OUT035,3268.8164
FDJ50,OUT010,276.79352
DRL60,OUT013,2407.741
NCJ54,OUT049,3932.3596
FDX59,OUT017,664.6721
FDI07,OUT013,3172.7412
DRF51,OUT010,208.62695
FDM14,OUT017,1755.4673
FDP21,OUT045,3211.1848
FDE40,OUT035,1033.2186
FDE05,OUT035,2420.0266
FDM13,OUT027,3170.0198
FDC34,OUT027,3551.2378
NCI55,OUT018,1834.5828
NCE43,OUT018,2495.549
FDW58,OUT018,1515.1766
FDG60,OUT045,3853.0093
FDV31,OUT017,2817.0256
FDR47,OUT013,3034.401
FDM60,OUT019,218.21591
NCF06,OUT018,3214.5671
NCN26,OUT027,2975.939
FDQ59,OUT049,1361.939
FDF09,OUT046,697.47125
NCS06,OUT017,3989.467
FDT44,OUT046,1944.4222
FDI19,OUT017,3987.4297
FDT22,OUT017,994.3894
NCF54,OUT027,4342.1846
DRG25,OUT045,3163.8384
FDB59,OUT017,3188.2422
FDQ37,OUT017,3328.0447
FDP56,OUT035,785.87933
FDW44,OUT035,2916.613
FDJ26,OUT010,580.9935
FDU43,OUT018,3291.6394
FDW33,OUT045,1657.5251
NCX53,OUT027,3367.5754
FDN56,OUT010,513.72766
DRF15,OUT049,2367.349
FDO33,OUT017,1976.5122
FDZ39,OUT010,311.72794
NCJ19,OUT017,895.81464
FDU01,OUT035,3260.15
FDT12,OUT035,3656.3254
NCM18,OUT018,765.8142
FDP19,OUT017,2107.791
NCR42,OUT049,661.21686
FDN10,OUT046,1913.9841
FDG44,OUT017,922.45123
FDQ10,OUT046,2863.263
DRH13,OUT049,1648.3121
FDT52,OUT013,4199.592
FDM56,OUT045,1734.5305
NCO43,OUT010,438.38855
NCV29,OUT035,2947.1736
NCF06,OUT013,4147.748
FDO50,OUT035,1475.7239
FDT59,OUT013,4071.106
FDX40,OUT027,969.5616
FDE50,OUT017,3240.589
FDX51,OUT017,3325.1047
NCD30,OUT018,1444.4745
FDK15,OUT013,1645.0109
FDL12,OUT045,983.6935
FDK46,OUT017,4295.7188
DRH49,OUT010,339.71942
FDQ57,OUT046,2321.255
FDY59,OUT017,1486.485
FDO09,OUT018,3479.5273
NCG30,OUT035,2149.443
FDM09,OUT017,2869.4602
NCN17,OUT027,2766.4133
NCS42,OUT013,1399.4303
FDD02,OUT019,325.1774
FDE34,OUT013,3209.2234
FDU38,OUT045,3121.2556
FDB33,OUT046,2617.3474
NCJ29,OUT017,1418.5349
FDZ27,OUT035,785.86676
FDI40,OUT013,1635.4263
FDG22,OUT013,648.6975
FDT51,OUT017,1749.1305
FDF20,OUT018,3102.922
FDV50,OUT035,2076.783
FDT02,OUT049,663.74384
DRC49,OUT017,2434.67
FDF26,OUT049,2400.2996
FDV52,OUT035,1927.3079
FDX59,OUT049,664.56384
FDV25,OUT035,3560.3716
FDW23,OUT027,994.56757
FDE53,OUT018,1501.1929
FDA19,OUT017,2119.5295
FDH22,OUT046,2053.4917
NCO41,OUT013,1548.0809
FDX12,OUT017,4150.077
FDF17,OUT013,3127.4563
FDS11,OUT045,3604.3662
FDR51,OUT035,2430.8262
FDT49,OUT010,331.35568
FDC56,OUT013,2004.6604
FDR13,OUT027,3046.6614
FDQ60,OUT035,2060.5466
FDN38,OUT049,4039.8452
NCL29,OUT013,2587.143
FDO13,OUT027,4144.2593
FDE26,OUT018,2147.5938
FDA31,OUT010,553.6793
FDX14,OUT035,1229.9058
FDA34,OUT045,3005.3137
FDF26,OUT013,2373.1663
FDE38,OUT045,2715.6533
DRI11,OUT046,1906.7091
FDQ60,OUT027,3007.908
FDL21,OUT027,984.9719
DRC12,OUT027,5253.5454
FDC47,OUT046,3494.2087
FDE57,OUT045,2080.6533
FDT14,OUT045,2024.2084
NCZ53,OUT046,3084.7095
FDE28,OUT018,3366.753
FDR19,OUT035,2467.726
NCF54,OUT019,511.87653
FDZ08,OUT046,1274.469
NCJ05,OUT018,2124.9658
FDF59,OUT046,2058.6501
NCO05,OUT035,1664.1272
FDW24,OUT018,673.9711
NCX42,OUT018,2425.5876
NCA53,OUT035,826.87317
FDI45,OUT019,521.898
FDG46,OUT046,1790.4407
FDM20,OUT010,709.04834
FDW11,OUT010,284.82532
FDX08,OUT035,3095.111
NCK17,OUT035,715.4939
FDK32,OUT018,2191.2153
NCA42,OUT035,2572.904
DRI01,OUT035,2911.4854
NCL55,OUT049,4148.376
DRE25,OUT018,1336.9491
FDD14,OUT017,3000.177
FDB10,OUT046,3782.3425
DRN11,OUT035,2370.33
FDP38,OUT018,669.5678
NCA30,OUT017,3011.9702
FDT15,OUT017,3220.4343
NCP55,OUT018,756.0526
FDF12,OUT035,2335.1272
FDM21,OUT018,3386.0066
FDX56,OUT035,3800.545
FDF10,OUT017,2532.062
FDT32,OUT045,3026.829
FDM51,OUT018,1508.5327
NCR50,OUT018,2226.766
FDI19,OUT049,4133.5684
FDX21,OUT017,1691.1814
FDR31,OUT035,2402.6946
FDY02,OUT013,4277.633
NCA29,OUT045,2912.634
NCX17,OUT046,3205.865
FDM12,OUT045,3103.152
FDI53,OUT027,3764.5527
NCU30,OUT049,2784.5505
FDC56,OUT027,3162.8403
FDK27,OUT018,1748.5166
NCK18,OUT017,2869.5564
